cell_group,gene_id,gene_short_name,fraction_expressing,mean_expression,specificity
Proliferating,ENSMUSG00000020808,Pimreg,0.3695652173913043,0.27700154390363446,0.976695717183559
Proliferating,ENSMUSG00000022034,Esco2,0.3804347826086957,0.30377597184590716,0.9451090233610605
Proliferating,ENSMUSG00000022033,Pbk,0.532608695652174,0.5299797978219744,0.9216297950737453
Proliferating,ENSMUSG00000026683,Nuf2,0.40217391304347827,0.3217469188035735,0.9095042878063868
Proliferating,ENSMUSG00000027379,Bub1,0.4673913043478261,0.4797302163566515,0.9021877630315353
Proliferating,ENSMUSG00000028678,Kif2c,0.2717391304347826,0.23959662110118635,0.9013550943001047
Proliferating,ENSMUSG00000028175,Depdc1a,0.20652173913043478,0.19075442249117214,0.8965640563628786
Proliferating,ENSMUSG00000046179,E2f8,0.32608695652173914,0.2694306509553025,0.8935035803063698
Proliferating,ENSMUSG00000001403,Ube2c,0.3695652173913043,0.335085087496716,0.893011274365191
Proliferating,ENSMUSG00000027331,Knstrn,0.41304347826086957,0.48310620939214244,0.8928290810681102
Proliferating,ENSMUSG00000020330,Hmmr,0.6521739130434783,0.9443843629995107,0.8920684811253521
Proliferating,ENSMUSG00000027715,Ccna2,0.6739130434782609,1.0333661267712102,0.8910639705728077
Proliferating,ENSMUSG00000038943,Prc1,0.7282608695652174,1.2742533376444167,0.8858824547367512
Proliferating,ENSMUSG00000048327,Ckap2l,0.75,1.0124021500013718,0.8837108316645343
Proliferating,ENSMUSG00000044201,Cdc25c,0.2826086956521739,0.22837333728785925,0.8831039154866203
Proliferating,ENSMUSG00000041064,Pif1,0.11956521739130435,0.06092051613541229,0.8815970976321145
Proliferating,ENSMUSG00000074476,Spc24,0.3804347826086957,0.291287164527107,0.8814356310147646
Proliferating,ENSMUSG00000026622,Nek2,0.34782608695652173,0.22509184977842386,0.8810991745976459
Proliferating,ENSMUSG00000039814,Xkr5,0.09782608695652174,0.060454598783333244,0.8810689498971542
Proliferating,ENSMUSG00000020897,Aurkb,0.4891304347826087,0.39913236127874685,0.8809654427626402
Proliferating,ENSMUSG00000036223,Ska1,0.17391304347826086,0.10401648067676167,0.8780255458618572
Proliferating,ENSMUSG00000020914,Top2a,0.8804347826086957,3.993484696688085,0.8764185961905889
Proliferating,ENSMUSG00000027469,Tpx2,0.8152173913043478,1.3343258487592309,0.8762273486371969
Proliferating,ENSMUSG00000034883,Lrr1,0.05434782608695652,0.023358403669162284,0.8762203523242331
Proliferating,ENSMUSG00000117666,Gm550,0.05434782608695652,0.020229015770207203,0.8760214627411949
Proliferating,ENSMUSG00000051220,Ercc6l,0.34782608695652173,0.2474584947811814,0.8745328714474054
Proliferating,ENSMUSG00000034311,Kif4,0.7282608695652174,0.7749399853254337,0.8743890204879724
Proliferating,ENSMUSG00000026039,Sgo2a,0.6521739130434783,0.8040914153132589,0.874019619638761
Proliferating,ENSMUSG00000020649,Rrm2,0.6847826086956522,1.1079812431544802,0.8734027903219641
Proliferating,ENSMUSG00000030867,Plk1,0.358695652173913,0.3501284464706017,0.8724164041727928
Proliferating,ENSMUSG00000024989,Cep55,0.32608695652173914,0.19415816691234183,0.8722068588283445
Proliferating,ENSMUSG00000033762,Recql4,0.06521739130434782,0.07437910806979535,0.8694949797449752
Proliferating,ENSMUSG00000036777,Anln,0.7934782608695652,1.4933143813830376,0.8688973001031055
Proliferating,ENSMUSG00000006398,Cdc20,0.391304347826087,0.3895936738931574,0.8664608024404402
Proliferating,ENSMUSG00000026605,Cenpf,0.7282608695652174,1.9705672812955173,0.8638928389176979
Proliferating,ENSMUSG00000033952,Aspm,0.5978260869565217,1.1721814656036171,0.860432511923861
Proliferating,ENSMUSG00000032783,Troap,0.08695652173913043,0.036648610131166756,0.8576792080409338
Proliferating,ENSMUSG00000022322,Shcbp1,0.4673913043478261,0.3871825112763284,0.8554220574397853
Proliferating,ENSMUSG00000068101,Cenpm,0.2391304347826087,0.21618208026191293,0.8546731362406887
Proliferating,ENSMUSG00000050410,Tcf19,0.5978260869565217,0.7903367886912868,0.8537362426135247
Proliferating,ENSMUSG00000031004,Mki67,0.967391304347826,5.32148628382105,0.8534483013751992
Proliferating,ENSMUSG00000050107,Haspin,0.2608695652173913,0.23909893578816369,0.8509285788262813
Proliferating,ENSMUSG00000012443,Kif11,0.75,0.8679476506344473,0.8457515021116715
Proliferating,ENSMUSG00000040204,Pclaf,0.5,0.43480665943234853,0.8444711525410561
Proliferating,ENSMUSG00000039396,Neil3,0.3804347826086957,0.347933137688826,0.8439930055304733
Proliferating,ENSMUSG00000041431,Ccnb1,0.32608695652173914,0.2854320900320611,0.8427222536986555
Proliferating,ENSMUSG00000034773,BC030867,0.11956521739130435,0.09057027973232214,0.8423503989363402
Proliferating,ENSMUSG00000019942,Cdk1,0.4673913043478261,0.4532519365059871,0.8420104957432728
Proliferating,ENSMUSG00000002055,Spag5,0.3695652173913043,0.28993775775940245,0.8409590507705302
Proliferating,ENSMUSG00000051378,Kif18b,0.3695652173913043,0.2813574456801186,0.8408202635517259
Proliferating,ENSMUSG00000029414,Kntc1,0.358695652173913,0.3136719977784192,0.8406582605077825
Proliferating,ENSMUSG00000028873,Cdca8,0.5217391304347826,0.46188676903003706,0.8405472104107445
Proliferating,ENSMUSG00000030346,Rad51ap1,0.2391304347826087,0.23445185890838427,0.8384655805483581
Proliferating,ENSMUSG00000037544,Dlgap5,0.40217391304347827,0.31051424342453815,0.838264449136164
Proliferating,ENSMUSG00000069793,Slfn9,0.45652173913043476,0.4560659825831268,0.8374011919259303
Proliferating,ENSMUSG00000032254,Kif23,0.6304347826086957,0.7279451412105753,0.8360207919297531
Proliferating,ENSMUSG00000028068,Iqgap3,0.358695652173913,0.31215116679534244,0.8313048392706686
Proliferating,ENSMUSG00000027326,Knl1,0.6956521739130435,1.0139194289849527,0.8302167692951253
Proliferating,ENSMUSG00000001228,Uhrf1,0.33695652173913043,0.2377637425950207,0.8292950697959767
Proliferating,ENSMUSG00000042489,Clspn,0.40217391304347827,0.3284492310338003,0.8291679300504372
Proliferating,ENSMUSG00000048922,Cdca2,0.41304347826086957,0.30945461341713115,0.8284825301774763
Proliferating,ENSMUSG00000039748,Exo1,0.2391304347826087,0.16894590781355726,0.8279295347666105
Proliferating,ENSMUSG00000021485,Mxd3,0.2391304347826087,0.2038827239669221,0.8279029902509725
Proliferating,ENSMUSG00000025574,Tk1,0.32608695652173914,0.3012290464512312,0.8275979074677328
Proliferating,ENSMUSG00000024056,Ndc80,0.42391304347826086,0.2952860214743514,0.8258804667132146
Proliferating,ENSMUSG00000022945,Chaf1b,0.20652173913043478,0.1308628274872108,0.824835673141995
Proliferating,ENSMUSG00000045328,Cenpe,0.5978260869565217,1.2323397891668904,0.8235964086964684
Proliferating,ENSMUSG00000028718,Stil,0.41304347826086957,0.3170297558794385,0.8226697408100656
Proliferating,ENSMUSG00000026873,Phf19,0.10869565217391304,0.0654003363624097,0.8200710565216621
Proliferating,ENSMUSG00000040658,Dnph1,0.15217391304347827,0.1342286866589404,0.8185975026447857
Proliferating,ENSMUSG00000017716,Birc5,0.40217391304347827,0.3664261649482891,0.816617785254441
Proliferating,ENSMUSG00000005470,Asf1b,0.34782608695652173,0.29293583986819416,0.8163837878108631
Proliferating,ENSMUSG00000023505,Cdca3,0.3695652173913043,0.3409078368538651,0.8152643521460914
Proliferating,ENSMUSG00000072980,Oip5,0.22826086956521738,0.18040692591441954,0.8122804960897956
Proliferating,ENSMUSG00000019214,Chtf18,0.11956521739130435,0.11039000567337666,0.8109912787038288
Proliferating,ENSMUSG00000027496,Aurka,0.2826086956521739,0.2084418980044532,0.8094463187401036
Proliferating,ENSMUSG00000075266,Cenpw,0.11956521739130435,0.09297881624084246,0.8043141519243231
Proliferating,ENSMUSG00000021697,Depdc1b,0.17391304347826086,0.08695175404904786,0.8021641185037639
Proliferating,ENSMUSG00000020185,E2f7,0.44565217391304346,0.3527765451839821,0.8014547263708475
Proliferating,ENSMUSG00000072082,Ccnf,0.34782608695652173,0.3678414216813456,0.8003296908628242
Proliferating,ENSMUSG00000041498,Kif14,0.3804347826086957,0.21423158447699,0.7980548806210546
Proliferating,ENSMUSG00000026955,Sapcd2,0.06521739130434782,0.0576825862792252,0.7980493833872767
Proliferating,ENSMUSG00000022021,Diaph3,0.9021739130434783,2.0731917590441653,0.7946095483399468
Proliferating,ENSMUSG00000027306,Nusap1,0.532608695652174,0.5357983403678857,0.7941041316348664
Proliferating,ENSMUSG00000023940,Sgo1,0.3695652173913043,0.2925252222883642,0.7935209515972412
Proliferating,ENSMUSG00000062510,Nsl1,0.17391304347826086,0.07015993695400059,0.7922560347467591
Proliferating,ENSMUSG00000023015,Racgap1,0.5434782608695652,0.5490618976801378,0.791708896883825
Proliferating,ENSMUSG00000032221,Mns1,0.21739130434782608,0.14823958347517924,0.7901999769788468
Proliferating,ENSMUSG00000033847,Pla2g4c,0.05434782608695652,0.06877922316872458,0.7900330387177638
Proliferating,ENSMUSG00000003779,Kif20a,0.391304347826087,0.33872888114018823,0.787869571745785
Proliferating,ENSMUSG00000032815,Fanca,0.16304347826086957,0.13741933298511003,0.7865910898134674
Proliferating,ENSMUSG00000038379,Ttk,0.32608695652173914,0.24415113672383518,0.784941901534603
Proliferating,ENSMUSG00000027699,Ect2,0.5108695652173914,0.5045809830875791,0.7835052789384642
Proliferating,ENSMUSG00000001517,Foxm1,0.3695652173913043,0.2731540489095579,0.783315975769578
Proliferating,ENSMUSG00000036768,Kif15,0.6630434782608695,0.8228352916066126,0.7817267080037882
Proliferating,ENSMUSG00000022422,Dscc1,0.06521739130434782,0.03831937653547626,0.7797271578824803
Proliferating,ENSMUSG00000062248,Cks2,0.07608695652173914,0.08072834607062424,0.7786366246912586
Proliferating,ENSMUSG00000006715,Gmnn,0.25,0.1946159772984908,0.7784296147282285
Proliferating,ENSMUSG00000040084,Bub1b,0.40217391304347827,0.3035152761414242,0.7781624675703945
Proliferating,ENSMUSG00000015880,Ncapg,0.40217391304347827,0.266265455429023,0.7771250157944329
