cell_group,gene_id,gene_short_name,fraction_expressing,mean_expression,specificity
ER_stressed,ENSMUSG00000039518,Cdsn,0.1146067415730337,0.22444835062907317,0.8765283929294154
ER_stressed,ENSMUSG00000004951,Hspb1,0.09213483146067415,1.2730346337335403,0.8483299651145189
ER_stressed,ENSMUSG00000091971,Hspa1a,0.10337078651685393,3.6673580136418664,0.8065437250378735
ER_stressed,ENSMUSG00000032715,Trib3,0.14606741573033707,0.26021472380039234,0.7881467323715894
ER_stressed,ENSMUSG00000090877,Hspa1b,0.11910112359550562,7.714965323535727,0.7874565796111053
ER_stressed,ENSMUSG00000038508,Gdf15,0.07191011235955057,0.13551055531094147,0.7383776860111037
ER_stressed,ENSMUSG00000026483,Fam129a,0.07865168539325842,0.11299811786936545,0.6171257220825194
ER_stressed,ENSMUSG00000003032,Klf4,0.1842696629213483,0.29289161863017055,0.572251329489731
ER_stressed,ENSMUSG00000032285,Dnaja4,0.10112359550561797,0.4484736117993472,0.5394149117035947
ER_stressed,ENSMUSG00000005483,Dnajb1,0.18876404494382024,1.5270291064476167,0.5172754771023458
ER_stressed,ENSMUSG00000026628,Atf3,0.17752808988764046,0.35022130362243187,0.5169892523650466
ER_stressed,ENSMUSG00000027313,Chac1,0.1842696629213483,0.303231395705235,0.503215039568742
ER_stressed,ENSMUSG00000029752,Asns,0.34831460674157305,0.5996524619983218,0.500459484319062
ER_stressed,ENSMUSG00000025408,Ddit3,0.30337078651685395,0.8389599149791115,0.48975814437083653
ER_stressed,ENSMUSG00000040618,Pck2,0.20674157303370785,0.2973660784289863,0.48622749836765844
ER_stressed,ENSMUSG00000022144,Gdnf,0.09438202247191012,0.1163250785707596,0.4771175417613245
ER_stressed,ENSMUSG00000026456,Cyb5r1,0.18876404494382024,0.21853320758955957,0.47281720982746744
ER_stressed,ENSMUSG00000025140,Pycr1,0.056179775280898875,0.059256663258247494,0.4624050992727481
ER_stressed,ENSMUSG00000029816,Gpnmb,0.39101123595505616,2.3549562949570797,0.46004677088202184
ER_stressed,ENSMUSG00000050335,Lgals3,0.25617977528089886,0.7697306119370592,0.4562241882167155
ER_stressed,ENSMUSG00000021226,Acot2,0.10112359550561797,0.12692907194619013,0.45212015754658497
ER_stressed,ENSMUSG00000005667,Mthfd2,0.19550561797752808,0.2806137591864269,0.4446341429955184
ER_stressed,ENSMUSG00000024912,Fosl1,0.07640449438202247,0.08926067422963914,0.4198775072306209
ER_stressed,ENSMUSG00000032849,Abcc4,0.30786516853932583,0.5225299120999917,0.4103322969179576
ER_stressed,ENSMUSG00000042406,Atf4,0.4157303370786517,0.728849057419984,0.4082317027215232
ER_stressed,ENSMUSG00000038539,Atf5,0.350561797752809,0.6705176127033816,0.4071043760308205
ER_stressed,ENSMUSG00000041313,Slc7a1,0.34606741573033706,0.5809242986457855,0.3981923190527943
ER_stressed,ENSMUSG00000092035,Peg10,0.19775280898876405,0.500478396202096,0.39184384919915527
ER_stressed,ENSMUSG00000023951,Vegfa,0.1258426966292135,0.1655330295193031,0.38310845273157923
ER_stressed,ENSMUSG00000032802,Srxn1,0.20674157303370785,0.3298977479260642,0.3774697917126655
ER_stressed,ENSMUSG00000072812,Ahnak2,0.1842696629213483,0.2925793047161529,0.37240289187755204
ER_stressed,ENSMUSG00000040435,Ppp1r15a,0.3235955056179775,0.5265296959959896,0.3720090751337325
ER_stressed,ENSMUSG00000041324,Inhba,0.07191011235955057,0.10521660548502351,0.3685021963692927
ER_stressed,ENSMUSG00000047407,Tgif1,0.10561797752808989,0.1177907069673238,0.36686338678523844
ER_stressed,ENSMUSG00000031490,Eif4ebp1,0.3146067415730337,0.4246649681639022,0.3643801303197136
ER_stressed,ENSMUSG00000027737,Slc7a11,0.2853932584269663,0.7106956173403715,0.3613131628040871
ER_stressed,ENSMUSG00000026864,Hspa5,0.8,6.156887883110599,0.35546640784211525
ER_stressed,ENSMUSG00000045312,Lhfpl2,0.2876404494382023,0.47346368650936754,0.3528095629882273
ER_stressed,ENSMUSG00000026956,Uap1l1,0.15056179775280898,0.23005429080423911,0.3457421788089009
ER_stressed,ENSMUSG00000005413,Hmox1,0.36404494382022473,0.8023117839134465,0.34486776808090325
ER_stressed,ENSMUSG00000021707,Dhfr,0.06741573033707865,0.1766161343668413,0.342469995172609
ER_stressed,ENSMUSG00000024924,Vldlr,0.2157303370786517,0.2967433805215427,0.3395658140511122
ER_stressed,ENSMUSG00000015312,Gadd45b,0.2202247191011236,0.44117891908859336,0.338788173122232
ER_stressed,ENSMUSG00000037580,Gch1,0.051685393258426963,0.055807553257691725,0.3367807391324408
ER_stressed,ENSMUSG00000021831,Ero1l,0.22696629213483147,0.3408708069329678,0.33582505586086286
ER_stressed,ENSMUSG00000025348,Itga7,0.24719101123595505,0.4184899908946661,0.33333712147903394
ER_stressed,ENSMUSG00000029446,Psph,0.1550561797752809,0.17433794111036732,0.3331543882342828
ER_stressed,ENSMUSG00000020256,Aldh1l2,0.2966292134831461,0.5738987994716217,0.3327364456645189
ER_stressed,ENSMUSG00000021270,Hsp90aa1,0.21797752808988763,0.49285014533405835,0.33063451251371856
ER_stressed,ENSMUSG00000031765,Mt1,0.6696629213483146,4.059761905630777,0.32766563261803205
ER_stressed,ENSMUSG00000033542,Arhgef5,0.07415730337078652,0.08387339742791051,0.3262058105762434
ER_stressed,ENSMUSG00000043415,Otud1,0.060674157303370786,0.07326878939429207,0.3252552163433029
ER_stressed,ENSMUSG00000026193,Fn1,0.5842696629213483,2.751468812610023,0.3240665442384626
ER_stressed,ENSMUSG00000056758,Hmga2,0.11235955056179775,0.20109779111183926,0.32187999984865956
ER_stressed,ENSMUSG00000000278,Scpep1,0.2898876404494382,0.46005683543987946,0.3200342531970517
ER_stressed,ENSMUSG00000029777,Gars,0.3550561797752809,0.5237388333899999,0.32002379213169396
ER_stressed,ENSMUSG00000029657,Hsph1,0.40898876404494383,2.0188206095115047,0.3194978142671252
ER_stressed,ENSMUSG00000037613,Tnfrsf23,0.058426966292134834,0.05302306947381642,0.3192208593875896
ER_stressed,ENSMUSG00000034667,Xpot,0.2808988764044944,0.4323847515589081,0.3175679218875914
ER_stressed,ENSMUSG00000073676,Hspe1,0.07415730337078652,0.09993414031493184,0.316673390505664
ER_stressed,ENSMUSG00000051316,Taf7,0.051685393258426963,0.06998907518699413,0.3156954431295811
ER_stressed,ENSMUSG00000032733,Snx33,0.08314606741573034,0.09741882997486796,0.3137529293176484
ER_stressed,ENSMUSG00000031762,Mt2,0.5123595505617977,1.917651640639698,0.3112239183716069
ER_stressed,ENSMUSG00000024359,Hspa9,0.5685393258426966,1.2239662743382724,0.3109746634245575
ER_stressed,ENSMUSG00000036693,Nop14,0.14606741573033707,0.16661989747165276,0.30851259611456217
ER_stressed,ENSMUSG00000010755,Cars,0.21797752808988763,0.2624812874044474,0.30837820239848546
ER_stressed,ENSMUSG00000060950,Trmt61a,0.06741573033707865,0.07292269758993998,0.30744760253414216
ER_stressed,ENSMUSG00000032796,Lama1,0.07191011235955057,0.08053494002347056,0.30651037107840284
ER_stressed,ENSMUSG00000077457,Snord65,0.12359550561797752,0.13234878246253123,0.30572378166005487
ER_stressed,ENSMUSG00000024732,Ccdc86,0.14831460674157304,0.22632422282864872,0.305081108997725
ER_stressed,ENSMUSG00000068699,Flnc,0.19775280898876405,0.32282071165815696,0.3043075100517868
ER_stressed,ENSMUSG00000033149,Phldb2,0.30786516853932583,0.5263322307663131,0.30331426778566284
